ID 	SX 	VG 	VE 	VF 
7534 	1 	-0.044 	-1.225 	-1.269 
7535 	0 	-0.993 	2.478 	1.485 
7536 	1 	-0.712 	-3.245 	-3.957 
7537 	0 	1.052 	-1.026 	0.026 
7538 	0 	-1.022 	1.054 	0.032 
7539 	1 	0.865 	1.437 	2.303 
7540 	0 	-1.685 	2.344 	0.659 
7541 	1 	0.293 	1.130 	1.424 
7542 	1 	-1.883 	1.525 	-0.358 
7543 	0 	-0.257 	2.622 	2.364 
7544 	0 	-0.800 	0.787 	-0.013 
7545 	1 	-1.731 	2.257 	0.527 
7546 	1 	-1.106 	-2.317 	-3.423 
7547 	0 	0.056 	-2.624 	-2.568 
7548 	0 	0.877 	2.282 	3.159 
7549 	0 	1.343 	-1.555 	-0.211 
7550 	0 	-1.009 	-2.404 	-3.413 
7551 	0 	0.098 	-3.534 	-3.435 
7552 	1 	-0.385 	1.061 	0.676 
7553 	0 	0.275 	-0.107 	0.168 
7554 	0 	0.699 	-3.441 	-2.741 
7555 	1 	0.127 	0.194 	0.320 
7556 	0 	-1.613 	-2.089 	-3.702 
7557 	1 	0.628 	-2.533 	-1.906 
7558 	0 	0.816 	-1.688 	-0.872 
7559 	1 	0.281 	-1.349 	-1.068 
7560 	0 	0.804 	3.146 	3.950 
7561 	0 	-0.526 	-1.183 	-1.708 
7562 	0 	1.594 	1.525 	3.119 
7563 	1 	0.312 	2.337 	2.649 
7564 	0 	-0.176 	-3.978 	-4.154 
7565 	1 	0.416 	-3.228 	-2.812 
7566 	0 	0.729 	0.376 	1.105 
7567 	0 	-0.595 	-2.032 	-2.626 
7568 	1 	0.558 	0.961 	1.519 
7569 	0 	0.676 	3.081 	3.757 
7570 	1 	0.644 	-0.669 	-0.025 
7571 	0 	-0.688 	-0.619 	-1.308 
7572 	1 	1.297 	0.151 	1.447 
7573 	0 	1.241 	-1.473 	-0.233 
7574 	0 	0.104 	-1.505 	-1.401 
7575 	0 	1.372 	2.076 	3.448 
7576 	0 	0.563 	0.275 	0.837 
7577 	1 	0.530 	0.771 	1.301 
7578 	0 	0.721 	2.028 	2.750 
7579 	1 	0.360 	-1.364 	-1.005 
7580 	0 	-2.497 	-1.156 	-3.653 
7581 	0 	0.873 	-3.551 	-2.678 
7582 	1 	-1.557 	-1.812 	-3.369 
7583 	0 	-0.525 	-1.803 	-2.328 
7584 	0 	-0.527 	-1.837 	-2.364 
7585 	1 	-0.052 	-2.082 	-2.134 
7586 	0 	0.588 	-2.915 	-2.327 
7587 	0 	0.734 	0.607 	1.340 
7588 	1 	0.161 	-3.537 	-3.376 
7589 	1 	-1.847 	-2.269 	-4.115 
7590 	1 	-1.143 	-2.244 	-3.386 
7591 	0 	0.705 	0.186 	0.891 
7592 	0 	0.006 	-3.207 	-3.201 
7593 	0 	-1.599 	1.557 	-0.041 
7594 	1 	-0.018 	-2.141 	-2.159 
7595 	1 	-1.259 	2.900 	1.641 
7596 	0 	-1.630 	-3.202 	-4.833 
7597 	1 	0.171 	-1.005 	-0.834 
7598 	1 	-0.473 	-2.737 	-3.210 
7599 	1 	-0.643 	0.740 	0.097 
7600 	1 	-1.589 	-1.096 	-2.684 
7601 	0 	0.550 	1.299 	1.849 
7602 	1 	-0.283 	0.259 	-0.024 
7603 	1 	0.942 	0.413 	1.355 
7604 	1 	1.079 	-3.024 	-1.945 
7605 	0 	1.129 	1.563 	2.692 
7606 	1 	-0.609 	-1.493 	-2.102 
7607 	1 	-1.309 	-1.276 	-2.585 
7608 	1 	0.644 	-0.319 	0.324 
7609 	1 	-0.430 	-1.402 	-1.832 
7610 	1 	1.287 	-2.746 	-1.459 
7611 	1 	-0.119 	-1.454 	-1.573 
7612 	1 	1.132 	-0.629 	0.502 
7613 	1 	-1.255 	0.295 	-0.960 
7614 	0 	1.116 	0.359 	1.475 
7615 	0 	0.345 	-4.642 	-4.298 
7616 	0 	-1.748 	-0.702 	-2.450 
7617 	1 	-0.780 	0.223 	-0.557 
7618 	1 	0.309 	-2.530 	-2.221 
7619 	1 	0.398 	2.907 	3.305 
7620 	0 	-2.247 	0.493 	-1.754 
7621 	0 	-0.744 	1.445 	0.701 
7622 	0 	-1.226 	-3.085 	-4.312 
7623 	0 	-2.432 	-0.722 	-3.154 
7624 	0 	1.455 	1.242 	2.696 
7625 	1 	0.420 	0.104 	0.524 
7626 	0 	0.193 	-1.204 	-1.011 
7627 	0 	-1.175 	-2.276 	-3.452 
7628 	1 	0.121 	1.195 	1.316 
7629 	0 	1.509 	-4.779 	-3.270 
7630 	1 	-1.291 	-4.345 	-5.636 
7631 	0 	1.597 	1.161 	2.758 
7632 	1 	0.953 	-1.208 	-0.255 
7633 	0 	0.032 	-1.827 	-1.795 
7634 	1 	-1.212 	1.455 	0.243 
7635 	1 	-0.358 	-1.951 	-2.309 
7636 	0 	-1.426 	-3.063 	-4.490 
7637 	0 	1.095 	-1.949 	-0.854 
7638 	0 	1.864 	0.714 	2.578 
7639 	1 	-1.195 	-2.661 	-3.856 
7640 	0 	-2.943 	1.415 	-1.528 
7641 	1 	0.288 	-1.546 	-1.258 
7642 	1 	-0.349 	-2.332 	-2.681 
7643 	1 	0.846 	2.937 	3.783 
7644 	1 	-1.061 	0.021 	-1.040 
7645 	0 	-0.913 	0.122 	-0.791 
7646 	0 	0.350 	-1.152 	-0.802 
7647 	1 	1.347 	-0.542 	0.805 
7648 	1 	0.470 	-0.118 	0.351 
7649 	1 	-0.070 	2.070 	2.000 
7650 	0 	0.929 	-2.596 	-1.667 
7651 	1 	0.100 	-1.120 	-1.020 
7652 	0 	1.327 	0.046 	1.374 
7653 	0 	-1.749 	-0.675 	-2.425 
7654 	1 	-0.067 	0.833 	0.766 
7655 	0 	0.817 	0.239 	1.055 
7656 	0 	1.137 	-0.573 	0.564 
7657 	0 	0.120 	2.740 	2.860 
7658 	1 	1.203 	0.442 	1.645 
7659 	1 	-0.058 	2.013 	1.954 
7660 	1 	1.351 	-0.658 	0.693 
7661 	0 	0.328 	0.501 	0.830 
7662 	1 	0.871 	-2.648 	-1.777 
7663 	0 	-0.094 	-1.036 	-1.129 
7664 	1 	1.545 	-1.671 	-0.126 
7665 	1 	-0.455 	-0.662 	-1.117 
7666 	1 	0.580 	-1.844 	-1.265 
7667 	1 	0.885 	-0.969 	-0.084 
7668 	1 	-0.845 	-2.568 	-3.413 
7669 	0 	1.122 	1.131 	2.253 
7670 	1 	-1.655 	-0.485 	-2.140 
7671 	0 	-0.455 	-1.309 	-1.764 
7672 	1 	0.265 	-1.754 	-1.489 
7673 	1 	0.526 	0.856 	1.382 
7674 	0 	1.540 	1.959 	3.500 
7675 	1 	1.091 	2.077 	3.168 
7676 	1 	2.541 	2.287 	4.829 
7677 	0 	0.002 	-4.281 	-4.280 
7678 	1 	0.807 	-2.875 	-2.068 
7679 	0 	1.582 	-2.489 	-0.907 
7680 	1 	-1.050 	-0.530 	-1.580 
7681 	1 	-0.674 	1.365 	0.691 
7682 	1 	1.478 	3.381 	4.858 
7683 	0 	-0.576 	2.165 	1.589 
7684 	0 	0.041 	0.543 	0.584 
7685 	0 	0.136 	0.154 	0.290 
7686 	1 	1.127 	-2.095 	-0.968 
7687 	0 	-0.163 	-2.083 	-2.246 
7688 	0 	0.756 	-1.487 	-0.731 
7689 	0 	-0.491 	-0.598 	-1.089 
7690 	0 	-0.211 	-2.628 	-2.839 
7691 	1 	-1.705 	0.971 	-0.734 
7692 	0 	0.726 	0.622 	1.348 
7693 	0 	1.266 	1.002 	2.267 
7694 	0 	0.612 	2.681 	3.293 
7695 	1 	-0.787 	-5.366 	-6.153 
7696 	0 	-0.799 	1.950 	1.151 
7697 	1 	-1.041 	-2.905 	-3.945 
7698 	1 	-1.270 	1.766 	0.496 
7699 	0 	-0.850 	3.370 	2.521 
7700 	1 	0.648 	0.330 	0.978 
7701 	0 	-0.025 	0.071 	0.046 
7702 	1 	-1.148 	-1.219 	-2.367 
7703 	1 	0.535 	-1.353 	-0.818 
7704 	1 	-0.200 	-1.012 	-1.211 
7705 	1 	0.487 	-2.974 	-2.487 
7706 	0 	-1.214 	-2.721 	-3.934 
7707 	0 	-1.227 	5.324 	4.098 
7708 	1 	-0.749 	-0.173 	-0.923 
7709 	1 	-0.059 	-0.823 	-0.882 
7710 	1 	-0.033 	2.466 	2.432 
7711 	0 	-0.603 	-2.054 	-2.657 
7712 	0 	0.242 	-3.673 	-3.430 
7713 	1 	-0.311 	-0.273 	-0.585 
7714 	0 	1.249 	-4.339 	-3.091 
7715 	0 	0.510 	0.304 	0.813 
7716 	1 	0.707 	-1.428 	-0.721 
7717 	0 	-0.191 	-0.812 	-1.003 
7718 	0 	0.179 	2.827 	3.006 
7719 	0 	-0.078 	-1.030 	-1.107 
7720 	1 	1.509 	-1.425 	0.084 
7721 	0 	-0.807 	1.046 	0.239 
7722 	1 	-1.775 	-1.314 	-3.090 
7723 	1 	1.237 	3.132 	4.369 
7724 	1 	-0.452 	-1.817 	-2.270 
7725 	1 	-1.222 	-0.283 	-1.505 
7726 	1 	0.250 	0.825 	1.075 
7727 	0 	1.015 	2.095 	3.110 
7728 	1 	-0.623 	1.780 	1.157 
7729 	1 	-0.379 	-1.524 	-1.903 
7730 	0 	1.050 	1.634 	2.684 
7731 	1 	-1.421 	3.175 	1.754 
7732 	1 	-1.757 	0.165 	-1.593 
7733 	0 	0.238 	-3.135 	-2.897 
7734 	0 	0.435 	-1.581 	-1.146 
7735 	0 	0.885 	-2.246 	-1.361 
7736 	1 	-1.005 	-0.169 	-1.174 
7737 	1 	-0.022 	3.088 	3.066 
7738 	1 	-0.858 	1.221 	0.362 
7739 	0 	-1.081 	0.065 	-1.016 
7740 	1 	0.682 	1.780 	2.462 
7741 	0 	0.280 	-1.680 	-1.400 
7742 	1 	2.166 	0.645 	2.812 
7743 	0 	0.709 	3.451 	4.159 
7744 	0 	-1.351 	-0.281 	-1.632 
7745 	0 	0.151 	-2.328 	-2.177 
7746 	1 	1.528 	0.510 	2.037 
7747 	0 	-2.220 	-0.444 	-2.664 
7748 	1 	-0.582 	-0.217 	-0.799 
7749 	0 	0.098 	0.170 	0.268 
7750 	0 	0.355 	-3.220 	-2.865 
7751 	1 	0.503 	-1.108 	-0.604 
7752 	0 	1.756 	3.001 	4.757 
7753 	1 	0.405 	2.409 	2.815 
7754 	0 	-1.813 	-0.022 	-1.835 
7755 	0 	-1.561 	-0.705 	-2.266 
7756 	0 	0.428 	2.347 	2.775 
7757 	1 	-0.689 	0.703 	0.014 
7758 	0 	-0.724 	-3.229 	-3.952 
7759 	0 	0.679 	1.970 	2.649 
7760 	1 	0.680 	2.365 	3.045 
7761 	1 	0.219 	0.757 	0.976 
7762 	0 	0.687 	-0.103 	0.583 
7763 	0 	-0.310 	-2.101 	-2.411 
7764 	0 	1.568 	-2.963 	-1.394 
7765 	0 	0.206 	-2.691 	-2.485 
7766 	0 	-0.506 	-2.499 	-3.005 
7767 	0 	-0.360 	-1.520 	-1.880 
7768 	1 	0.741 	-2.083 	-1.342 
7769 	1 	1.048 	-0.633 	0.414 
7770 	0 	2.012 	-0.023 	1.989 
7771 	1 	-0.419 	-2.986 	-3.405 
7772 	1 	-0.454 	-0.202 	-0.655 
7773 	1 	0.638 	-2.526 	-1.888 
7774 	1 	-0.532 	-4.055 	-4.587 
7775 	1 	0.137 	-2.252 	-2.115 
7776 	1 	-2.037 	-1.429 	-3.466 
7777 	1 	0.674 	-0.727 	-0.053 
7778 	0 	-0.251 	-1.842 	-2.092 
7779 	1 	1.260 	-1.754 	-0.494 
7780 	0 	-0.918 	0.383 	-0.535 
7781 	1 	-1.828 	-1.311 	-3.139 
7782 	0 	-1.071 	1.140 	0.068 
7783 	0 	0.091 	-0.817 	-0.726 
7784 	0 	-1.088 	-1.349 	-2.437 
7785 	1 	-0.168 	-1.159 	-1.326 
7786 	0 	1.109 	0.294 	1.403 
7787 	1 	0.878 	-2.563 	-1.685 
7788 	1 	-0.861 	-1.420 	-2.281 
7789 	1 	0.110 	0.395 	0.504 
7790 	1 	-1.519 	1.970 	0.451 
7791 	0 	0.865 	0.806 	1.671 
7792 	0 	1.808 	2.387 	4.195 
7793 	0 	-1.241 	-0.714 	-1.955 
7794 	1 	0.347 	2.478 	2.825 
7795 	0 	0.944 	-1.658 	-0.714 
7796 	0 	1.034 	-2.211 	-1.177 
7797 	0 	0.569 	-0.658 	-0.089 
7798 	0 	0.460 	-1.586 	-1.125 
7799 	1 	2.018 	-2.174 	-0.156 
7800 	0 	0.446 	-2.972 	-2.526 
7801 	0 	0.793 	2.158 	2.951 
7802 	0 	-1.926 	0.605 	-1.321 
7803 	0 	-1.841 	-1.734 	-3.576 
7804 	0 	-0.377 	-4.385 	-4.762 
7805 	0 	-0.461 	1.422 	0.961 
7806 	1 	1.806 	2.531 	4.338 
7807 	1 	-0.088 	-1.173 	-1.261 
7808 	1 	-0.320 	-2.957 	-3.278 
7809 	0 	1.581 	1.647 	3.228 
7810 	0 	-1.276 	2.318 	1.042 
7811 	1 	-0.409 	1.064 	0.654 
7812 	1 	1.778 	1.212 	2.989 
7813 	1 	-0.054 	-1.618 	-1.672 
7814 	0 	0.086 	-5.173 	-5.087 
7815 	1 	-1.471 	2.233 	0.762 
7816 	1 	-0.693 	0.314 	-0.379 
7817 	0 	-1.335 	-0.472 	-1.807 
7818 	0 	-1.481 	0.812 	-0.669 
7819 	0 	-1.553 	-0.146 	-1.699 
7820 	0 	-0.122 	-0.594 	-0.717 
7821 	1 	-1.304 	-1.928 	-3.232 
7822 	1 	-0.792 	-0.164 	-0.956 
7823 	1 	-0.691 	1.311 	0.620 
7824 	1 	1.812 	-1.045 	0.767 
7825 	0 	-0.304 	-1.470 	-1.774 
7826 	1 	-0.236 	1.122 	0.885 
7827 	0 	1.540 	1.123 	2.663 
7828 	1 	-0.211 	-0.060 	-0.271 
7829 	1 	-0.367 	-1.073 	-1.440 
7830 	0 	0.536 	1.697 	2.234 
7831 	0 	-1.535 	1.918 	0.383 
7832 	0 	0.549 	2.910 	3.459 
7833 	0 	-0.751 	-1.578 	-2.329 
7834 	0 	0.215 	1.800 	2.015 
7835 	0 	0.171 	-2.776 	-2.605 
7836 	1 	0.694 	0.944 	1.638 
7837 	1 	-0.414 	0.959 	0.545 
7838 	0 	1.049 	-2.054 	-1.005 
7839 	1 	1.440 	2.277 	3.717 
7840 	1 	1.049 	-1.861 	-0.813 
7841 	0 	-0.231 	1.068 	0.837 
7842 	1 	0.022 	-3.586 	-3.564 
7843 	0 	-0.625 	2.771 	2.146 
7844 	1 	-0.282 	-1.005 	-1.288 
7845 	1 	0.041 	3.238 	3.279 
7846 	0 	0.663 	0.319 	0.981 
7847 	0 	-0.753 	-0.686 	-1.440 
7848 	0 	-0.652 	-3.421 	-4.073 
7849 	1 	1.654 	-1.162 	0.492 
7850 	0 	0.725 	-2.257 	-1.532 
7851 	0 	0.415 	1.895 	2.310 
7852 	0 	-0.358 	-0.002 	-0.360 
7853 	1 	-0.088 	1.299 	1.211 
7854 	0 	1.665 	2.754 	4.419 
7855 	0 	-0.521 	4.015 	3.495 
7856 	1 	0.037 	1.968 	2.005 
7857 	0 	-0.719 	0.345 	-0.374 
7858 	1 	-0.758 	0.283 	-0.475 
7859 	1 	0.743 	-2.908 	-2.165 
7860 	0 	-0.062 	0.415 	0.353 
7861 	1 	0.750 	-3.140 	-2.390 
7862 	1 	-1.492 	1.133 	-0.359 
7863 	0 	-0.249 	-2.523 	-2.772 
7864 	0 	-0.438 	2.702 	2.264 
7865 	0 	-0.324 	-6.554 	-6.878 
7866 	1 	0.969 	-1.689 	-0.720 
7867 	1 	-0.720 	1.929 	1.209 
7868 	1 	-0.330 	-0.067 	-0.397 
7869 	0 	1.125 	3.579 	4.704 
7870 	1 	-1.223 	-3.615 	-4.838 
7871 	0 	0.644 	2.662 	3.306 
7872 	0 	-0.990 	-3.166 	-4.156 
7873 	1 	-2.453 	1.750 	-0.703 
7874 	1 	-1.399 	2.197 	0.799 
7875 	1 	1.964 	-0.135 	1.829 
7876 	0 	3.902 	2.018 	5.920 
7877 	1 	-0.003 	-2.792 	-2.795 
7878 	1 	0.958 	1.839 	2.797 
7879 	0 	0.362 	-0.168 	0.195 
7880 	0 	-0.110 	-1.258 	-1.368 
7881 	0 	-1.032 	0.921 	-0.111 
7882 	0 	-0.308 	-0.489 	-0.797 
7883 	1 	-0.942 	0.795 	-0.148 
7884 	1 	-0.290 	0.162 	-0.127 
7885 	1 	-0.014 	-1.366 	-1.380 
7886 	0 	-1.313 	-0.880 	-2.193 
7887 	0 	0.932 	-0.682 	0.250 
7888 	0 	-0.853 	-0.026 	-0.879 
7889 	0 	0.005 	-2.703 	-2.698 
7890 	0 	-0.671 	-0.662 	-1.333 
7891 	0 	0.956 	-2.940 	-1.984 
7892 	0 	-1.057 	-0.843 	-1.900 
7893 	1 	1.458 	1.091 	2.550 
7894 	1 	-0.634 	-4.803 	-5.437 
7895 	0 	-1.161 	-0.731 	-1.892 
7896 	1 	-0.955 	1.434 	0.479 
7897 	0 	-1.010 	-0.148 	-1.158 
7898 	0 	-1.098 	-2.603 	-3.701 
7899 	1 	1.433 	2.128 	3.561 
7900 	0 	-0.104 	-1.628 	-1.732 
7901 	1 	-0.554 	-1.582 	-2.136 
7902 	0 	-0.445 	1.869 	1.424 
7903 	1 	1.793 	0.303 	2.096 
7904 	1 	-2.548 	2.685 	0.137 
7905 	1 	-1.189 	0.581 	-0.608 
7906 	0 	0.026 	-0.705 	-0.679 
7907 	0 	-0.600 	-2.501 	-3.101 
7908 	1 	-0.428 	-0.525 	-0.953 
7909 	0 	0.208 	-2.788 	-2.579 
7910 	0 	-1.001 	-2.538 	-3.539 
7911 	1 	-0.336 	0.108 	-0.228 
7912 	1 	-0.429 	-1.805 	-2.234 
7913 	1 	-0.239 	2.031 	1.792 
7914 	1 	0.398 	0.157 	0.555 
7915 	1 	-0.831 	1.707 	0.876 
7916 	0 	0.039 	-0.036 	0.003 
7917 	0 	1.527 	-0.031 	1.496 
7918 	0 	-0.399 	-0.444 	-0.843 
7919 	1 	1.498 	-3.399 	-1.901 
7920 	1 	1.699 	-0.235 	1.464 
7921 	0 	-1.561 	-1.504 	-3.066 
7922 	1 	-1.051 	-0.890 	-1.941 
7923 	0 	-1.106 	1.463 	0.356 
7924 	1 	-0.803 	0.173 	-0.630 
7925 	0 	2.069 	4.539 	6.608 
7926 	0 	-1.560 	0.761 	-0.798 
7927 	1 	1.657 	1.210 	2.867 
7928 	1 	-1.445 	0.632 	-0.813 
7929 	1 	0.835 	1.832 	2.667 
7930 	0 	-0.878 	-2.624 	-3.502 
7931 	1 	-0.334 	-0.558 	-0.893 
7932 	0 	-0.276 	-0.571 	-0.847 
7933 	0 	0.951 	0.858 	1.809 
7934 	1 	0.137 	1.680 	1.817 
7935 	1 	-0.127 	1.021 	0.894 
7936 	0 	-0.104 	-2.808 	-2.913 
7937 	0 	-0.145 	1.578 	1.433 
7938 	1 	-1.185 	-5.139 	-6.324 
7939 	0 	0.315 	-2.219 	-1.904 
7940 	1 	-1.479 	0.154 	-1.325 
7941 	0 	-1.607 	-0.014 	-1.620 
7942 	0 	-2.133 	4.114 	1.981 
7943 	0 	0.043 	-0.987 	-0.944 
7944 	0 	-0.590 	0.257 	-0.333 
7945 	0 	1.804 	1.954 	3.758 
7946 	1 	-1.465 	0.442 	-1.023 
7947 	1 	-0.690 	0.016 	-0.673 
7948 	0 	-0.717 	-1.002 	-1.719 
7949 	0 	0.921 	-0.493 	0.428 
7950 	0 	-0.080 	0.216 	0.136 
7951 	0 	-0.741 	1.709 	0.968 
7952 	0 	-1.463 	0.872 	-0.591 
7953 	0 	0.490 	0.991 	1.481 
7954 	1 	-0.395 	1.404 	1.009 
7955 	0 	0.448 	4.284 	4.732 
7956 	0 	0.324 	1.426 	1.750 
7957 	0 	-0.000 	-2.157 	-2.157 
7958 	1 	0.208 	-2.534 	-2.326 
7959 	1 	-1.036 	1.824 	0.788 
7960 	1 	0.366 	-1.150 	-0.784 
7961 	1 	0.117 	-0.565 	-0.448 
7962 	0 	-0.883 	4.766 	3.883 
7963 	1 	0.927 	1.000 	1.927 
7964 	0 	0.311 	3.807 	4.118 
7965 	1 	0.156 	-0.225 	-0.069 
7966 	0 	0.648 	2.356 	3.004 
7967 	1 	1.512 	0.331 	1.842 
7968 	1 	0.325 	-0.185 	0.141 
7969 	0 	-0.802 	0.998 	0.196 
7970 	0 	0.053 	2.384 	2.437 
7971 	0 	-2.357 	-0.531 	-2.888 
7972 	0 	-0.996 	2.917 	1.920 
7973 	1 	1.979 	4.395 	6.375 
7974 	0 	0.162 	-3.562 	-3.401 
7975 	0 	-0.467 	1.637 	1.170 
7976 	1 	1.539 	-0.654 	0.885 
7977 	1 	1.557 	-2.030 	-0.472 
7978 	0 	-0.250 	2.361 	2.111 
7979 	0 	0.314 	3.829 	4.143 
7980 	0 	-0.300 	-3.132 	-3.432 
7981 	0 	0.149 	-2.360 	-2.211 
7982 	1 	1.036 	-3.493 	-2.458 
7983 	1 	-0.746 	-0.676 	-1.421 
7984 	0 	-0.464 	-1.404 	-1.868 
7985 	0 	0.603 	-0.677 	-0.074 
7986 	1 	1.693 	4.262 	5.955 
7987 	0 	0.304 	-0.199 	0.105 
7988 	0 	-0.829 	-1.538 	-2.366 
7989 	1 	0.239 	3.649 	3.888 
7990 	0 	0.617 	-2.205 	-1.587 
7991 	1 	0.416 	1.081 	1.498 
7992 	0 	-0.171 	0.345 	0.174 
7993 	1 	0.684 	4.246 	4.930 
7994 	1 	1.548 	0.116 	1.663 
7995 	0 	0.592 	0.879 	1.471 
7996 	1 	0.689 	-0.254 	0.435 
7997 	1 	-0.238 	-1.370 	-1.607 
7998 	1 	-0.962 	1.968 	1.006 
7999 	0 	1.183 	-4.888 	-3.705 
8000 	1 	0.760 	-4.884 	-4.123 
8001 	1 	0.860 	2.045 	2.904 
8002 	1 	0.363 	-0.481 	-0.118 
8003 	1 	0.152 	-3.894 	-3.742 
8004 	1 	0.184 	0.325 	0.510 
8005 	1 	0.096 	0.248 	0.344 
8006 	1 	0.119 	-1.273 	-1.154 
8007 	0 	0.915 	-0.108 	0.807 
8008 	0 	-1.287 	3.008 	1.722 
8009 	0 	-0.996 	-1.173 	-2.168 
8010 	1 	1.228 	-0.162 	1.066 
8011 	0 	0.100 	1.837 	1.937 
8012 	0 	1.210 	1.027 	2.237 
8013 	0 	0.227 	0.541 	0.767 
8014 	1 	0.648 	2.574 	3.222 
8015 	0 	1.675 	-3.009 	-1.334 
8016 	1 	0.392 	-2.443 	-2.051 
8017 	0 	-0.448 	-0.079 	-0.527 
8018 	0 	2.103 	3.467 	5.569 
8019 	1 	0.431 	-2.210 	-1.780 
8020 	1 	-0.914 	3.417 	2.502 
8021 	1 	-1.406 	-0.576 	-1.982 
8022 	0 	-0.963 	-0.147 	-1.110 
8023 	1 	1.604 	-0.573 	1.031 
8024 	0 	-1.138 	-0.402 	-1.539 
8025 	1 	0.567 	-1.189 	-0.622 
8026 	1 	0.720 	-0.877 	-0.157 
8027 	1 	0.128 	-2.756 	-2.629 
8028 	1 	0.067 	3.685 	3.752 
8029 	0 	0.598 	5.656 	6.255 
8030 	1 	2.069 	1.814 	3.883 
8031 	1 	0.555 	2.389 	2.944 
8032 	1 	1.066 	-1.308 	-0.241 
8033 	1 	-0.322 	-1.435 	-1.757 
8034 	1 	0.375 	-0.022 	0.352 
8035 	0 	-0.826 	-0.769 	-1.595 
8036 	1 	-0.840 	-0.262 	-1.102 
8037 	0 	0.505 	1.916 	2.421 
8038 	0 	-1.228 	-4.936 	-6.164 
8039 	1 	-0.425 	-2.102 	-2.527 
8040 	0 	1.537 	3.321 	4.858 
8041 	1 	0.078 	-1.546 	-1.468 
8042 	1 	0.962 	0.498 	1.460 
8043 	1 	-0.401 	-0.546 	-0.948 
8044 	1 	-0.790 	-3.566 	-4.356 
8045 	1 	0.415 	-0.419 	-0.004 
8046 	0 	-0.060 	1.632 	1.572 
8047 	0 	-0.909 	-0.474 	-1.382 
8048 	0 	-0.221 	-0.338 	-0.559 
8049 	0 	-0.940 	0.463 	-0.478 
8050 	1 	0.337 	-2.057 	-1.720 
8051 	1 	0.251 	2.498 	2.749 
8052 	0 	-0.965 	3.988 	3.023 
8053 	0 	1.320 	1.941 	3.261 
8054 	1 	0.367 	2.028 	2.394 
8055 	0 	-0.178 	0.734 	0.555 
8056 	1 	0.535 	-0.420 	0.115 
8057 	0 	-1.211 	-1.294 	-2.505 
8058 	0 	-0.092 	-1.266 	-1.358 
8059 	1 	1.156 	-1.941 	-0.785 
8060 	1 	0.846 	0.012 	0.858 
8061 	0 	0.251 	1.499 	1.750 
8062 	1 	1.336 	1.115 	2.452 
8063 	1 	-0.651 	3.146 	2.495 
8064 	0 	0.848 	-2.230 	-1.382 
8065 	0 	-0.518 	-1.817 	-2.335 
8066 	1 	-0.349 	-1.082 	-1.431 
8067 	0 	-1.268 	-4.779 	-6.047 
8068 	0 	-1.606 	-0.531 	-2.137 
8069 	1 	0.092 	2.958 	3.051 
8070 	0 	0.443 	0.489 	0.932 
8071 	0 	1.464 	0.237 	1.701 
8072 	1 	-2.230 	-0.238 	-2.467 
8073 	1 	-0.169 	-2.576 	-2.745 
8074 	1 	-0.693 	0.489 	-0.204 
8075 	0 	-0.593 	-0.481 	-1.074 
8076 	0 	0.325 	-1.999 	-1.674 
8077 	1 	1.948 	-0.296 	1.652 
8078 	1 	-1.624 	2.689 	1.065 
8079 	0 	0.337 	-1.225 	-0.888 
8080 	0 	-0.106 	1.375 	1.269 
8081 	1 	-0.124 	-1.550 	-1.673 
8082 	1 	-0.795 	-4.802 	-5.597 
8083 	0 	0.440 	3.128 	3.569 
8084 	0 	-0.498 	-0.777 	-1.275 
8085 	1 	-0.792 	-0.246 	-1.037 
8086 	1 	0.126 	-1.075 	-0.949 
8087 	0 	0.582 	1.541 	2.123 
8088 	1 	0.495 	1.148 	1.643 
8089 	0 	-1.082 	2.407 	1.325 
8090 	1 	0.957 	1.855 	2.812 
8091 	1 	-0.317 	3.006 	2.689 
8092 	0 	0.338 	0.220 	0.558 
8093 	1 	-1.530 	0.944 	-0.586 
8094 	1 	0.319 	-0.302 	0.017 
8095 	0 	0.325 	3.050 	3.375 
8096 	0 	-0.830 	-0.988 	-1.818 
8097 	1 	-1.499 	0.113 	-1.386 
8098 	1 	0.812 	-3.043 	-2.231 
8099 	0 	-0.544 	-3.993 	-4.537 
8100 	1 	0.862 	-1.997 	-1.135 
8101 	1 	-1.811 	0.657 	-1.155 
8102 	0 	0.936 	-1.680 	-0.744 
8103 	0 	1.016 	-0.515 	0.501 
8104 	1 	0.139 	0.068 	0.207 
8105 	0 	0.571 	-1.286 	-0.716 
8106 	1 	0.238 	0.416 	0.654 
8107 	1 	1.187 	0.352 	1.539 
8108 	0 	1.069 	1.578 	2.647 
8109 	0 	1.356 	-1.359 	-0.002 
8110 	0 	-0.383 	-0.313 	-0.696 
8111 	1 	2.267 	-2.458 	-0.191 
8112 	1 	-1.986 	-1.184 	-3.170 
8113 	1 	0.486 	0.967 	1.454 
8114 	0 	0.845 	2.834 	3.679 
8115 	1 	1.259 	1.358 	2.617 
8116 	1 	-1.416 	-1.638 	-3.054 
8117 	0 	2.583 	-1.423 	1.160 
8118 	1 	0.979 	0.957 	1.936 
8119 	0 	0.325 	1.604 	1.929 
8120 	1 	0.709 	-0.478 	0.231 
8121 	0 	-1.167 	-1.230 	-2.398 
8122 	0 	-0.238 	-3.691 	-3.929 
8123 	0 	-0.000 	-2.868 	-2.869 
8124 	0 	0.276 	-1.893 	-1.618 
8125 	1 	0.838 	-0.009 	0.829 
